,Ticker,sector,ROE_2022,ROE_2023,ROE_2024,EBIT Margin_2022,EBIT Margin_2023,EBIT Margin_2024,ROA_2022,ROA_2023,ROA_2024,ROIC_2022,ROIC_2023,ROIC_2024
737,BGD.AX,Basic Materials,-0.3345285632792763,-0.5985663082437276,-1.251147628234981,,,,-0.14896126281411595,-0.22255320816838475,-0.37308310353720714,-0.3345285632792763,-0.5985663082437276,-1.251147628234981
1480,VAR.AX,Basic Materials,-0.09171662530246877,-0.09771453461253256,-0.0695496345352919,,,-605.8713886300093,-0.08917756773640262,-0.09491388121403105,-0.0668203030157924,-0.09171662530246877,-0.09771453461253256,-0.0695496345352919
176,BGL.AX,Basic Materials,-0.062219887955182074,-0.06372185500257689,0.1527900038999782,,,0.2669014698095883,-0.05810769052177567,-0.049616219840483554,0.0964153623310692,-0.062219887955182074,-0.05482293673136761,0.11337504068383418
1634,ODE.AX,Basic Materials,-1.9194255322630354,-0.3557713803923195,-0.11615339610603692,,,,-1.750611058109407,-0.33374551150335924,-0.11230411979895784,-1.9194255322630354,-0.3557713803923195,-0.11615339610603692
1,BHP.AX,Basic Materials,0.6609837748804774,0.2985064282496448,0.1827395897210427,0.5265753172140465,0.43759406878867274,0.32753602357253225,0.3028031338654437,0.1315368875405931,0.0775515815730293,0.49999190951602723,0.226600726048298,0.13440901393108495
1579,BIM.AX,Basic Materials,,-0.5781797850183811,-0.617992721733449,,,,,-0.5008273959035215,-0.5509566534895496,,-0.5781797850183811,-0.617992721733449
471,BIS.AX,Basic Materials,0.2846725724214544,0.19942180766923034,0.2235810465314471,0.18565354290612507,0.13109005543982918,0.15556922110717136,0.1574064837905237,0.11694121410130458,0.13638372163546097,0.23967576382560316,0.17875627763381227,0.21574539822644975
1476,BCA.AX,Basic Materials,-0.19566374262047725,-0.3112928968658457,-0.34218520418947646,,,,-0.1778778189094019,-0.280267255330725,-0.3200700817414282,-0.19566374262047725,-0.3112928968658457,-0.34218520418947646
1029,VRX.AX,Basic Materials,-0.24289773333930129,-0.26000078199046167,-0.23951057734451578,,,,-0.22985063353441848,-0.24405232668698365,-0.22605272221328992,-0.24289773333930129,-0.26000078199046167,-0.23951057734451578
484,BC8.AX,Basic Materials,-0.06305521781893086,-0.05566541397220758,-0.036176421202632716,,,,-0.0473960340816963,-0.038973807291297444,-0.02662442919290403,-0.06305521781893086,-0.054096862979956126,-0.03389791571893633
1620,OMX.AX,Basic Materials,,-0.15765693515914012,-0.16747707966933595,,,,,-0.15264313533104146,-0.16117301845934642,,-0.15765693515914012,-0.16747707966933595
949,VR8.AX,Basic Materials,-0.06713514180291859,-0.07695623582341622,-0.06440064058120179,,,,-0.06595483211171159,-0.07536189057535125,-0.06355887887230091,-0.06631294532939601,-0.07541992352159933,-0.06364333334865685
522,AVL.AX,Basic Materials,-0.10957203275589023,-0.11964568242488567,-0.1509569975153604,149.08750619010166,-237.2750819672131,,-0.10290755846855977,-0.10214530619072355,-0.12273210183083458,-0.10957203275589023,-0.11964568242488567,-0.1509569975153604
1537,AVM.AX,Basic Materials,-0.24602017368599793,-0.12596336438829264,,,,,-0.23822142715050523,-0.12210314228074268,,-0.24602017368599793,-0.12596336438829264,
821,TIG.AX,Basic Materials,0.3140759864135769,0.23440212487450277,,0.2993147846119894,0.38043175735950047,,0.25729629106219576,0.2007221662375313,,0.31144064672347027,0.22953471817770013,
754,AW1.AX,Basic Materials,,-48.71474553106897,-9.959946233430703,,,,,-3.0618681977176996,-2.617616976816596,,-48.71474553106897,-9.959946233430703
777,AWJ.AX,Basic Materials,-0.11284510757554862,0.11676972565366989,,,0.27025628619488845,,-0.1086079620702572,0.10804085380010858,,-0.11284510757554862,0.11676972565366989,
1390,AX8.AX,Basic Materials,-0.2443514738092759,-0.33036083451703274,-0.27129094579383073,,,,-0.23329371989302938,-0.31350705014041336,-0.2536336141952918,-0.2443514738092759,-0.33036083451703274,-0.27129094579383073
797,VMM.AX,Basic Materials,-0.2720548008220284,-0.19276300081830514,-0.6775591981345902,,,,-0.2661177172646624,-0.17402799534144797,-0.6313670704149905,-0.2720548008220284,-0.19276300081830514,-0.6775591981345902
946,AXN.AX,Basic Materials,-0.008832360300738189,-0.09003624057593937,-0.039161402093693745,,,,-0.00880331138519375,-0.08756178379901712,-0.037855460399816084,-0.008832360300738189,-0.09003624057593937,-0.039161402093693745
114,PRU.AX,Basic Materials,0.18018895876372695,0.24699411529604426,0.18537888406849115,0.25711231960993164,0.4034737314395483,0.46171910871428046,0.1324138330592113,0.19043241948592762,0.14792539263971474,0.16621254461761878,0.24172859079641926,0.18537888406849115
1125,VML.AX,Basic Materials,-0.07715614157131866,-0.9145553896487534,0.04201717744667039,,,-1.5641405039869332,-0.07077732100620344,-0.7839290431977244,0.03761793062573509,-0.07647821683787523,-0.8808548833203167,0.04057939800513195
1526,AYM.AX,Basic Materials,0.15503660355393767,-0.059912201675138915,-0.5459929080160957,,,,0.111703823951018,-0.042588687022417235,-0.34636912386349095,0.11514978404993764,-0.04982362834949653,-0.49997432414137594
1441,AYT.AX,Basic Materials,-0.06548506162851246,-0.039155281256402705,-0.04775701620223292,,,,-0.0649442504850873,-0.03870905958919358,-0.047224289686133666,-0.06548506162851246,-0.039155281256402705,-0.04775701620223292
1031,AZ9.AX,Basic Materials,-0.35079439987415445,-0.22637502654491398,,,,,-0.3441358024691358,-0.21622718052738338,,-0.35079439987415445,-0.22637502654491398,
1149,AZI.AX,Basic Materials,-1.4490276886234958,-0.6579755806539197,-0.9486769908147401,,,,-1.0566531154317136,-0.5349094199992261,-0.8220639114077498,-1.4490276886234958,-0.6579755806539197,-0.9486769908147401
1235,VMC.AX,Basic Materials,-1.050546971769997,-1.5848610671941321,2.1228405051315504,,,,-0.6838232953675036,-0.5516944458564105,1.6674091780266547,-1.050546971769997,-1.5848610671941321,2.1228405051315504
685,AZL.AX,Basic Materials,-0.17735533473920106,-0.23999240871861374,-0.28530058101463684,,,-16.037660367353553,-0.17083180735005388,-0.22932969336449802,-0.26553307511426566,-0.17735533473920106,-0.23999240871861374,-0.28530058101463684
589,AZY.AX,Basic Materials,-0.096705529566838,-0.05075707518113618,-0.03319344638694019,,,,-0.0855954179940241,-0.0481839136010889,-0.032098109650394224,-0.096705529566838,-0.05075707518113618,-0.03319344638694019
1493,PRX.AX,Basic Materials,-0.6075969714236804,-0.4469070220559315,-1.01158790155117,,,,-0.4684579336196345,-0.3399763378775697,-0.8144983122812117,-0.5525282938946224,-0.4036907668591902,-1.01158790155117
1306,VKA.AX,Basic Materials,0.17741974307338013,0.13676473325403177,-0.330861502559407,,,,0.16870775855338258,0.11864019173365838,-0.2702162936406275,0.17741974307338013,0.13676473325403177,-0.330861502559407
384,WC8.AX,Basic Materials,-0.20591976079646415,-0.16079514570799933,-0.06816052067969053,,,,-0.200278561350423,-0.12523351808549044,-0.06411871316497365,-0.20591976079646415,-0.16079514570799933,-0.06816052067969053
1063,AQI.AX,Basic Materials,-1.7727483818664855,-1.459248439633738,-1.4937954059624836,,,,-1.46950935541773,-1.2240516565230344,-1.307156783303109,-1.7727483818664855,-1.459248439633738,-1.4937954059624836
1335,AQD.AX,Basic Materials,-0.18993796352028536,0.04597386116321177,0.031870793229279784,,,,-0.16305302051959975,0.03990680745871066,0.028310644835320118,-0.18993796352028536,0.04597386116321177,0.031870793229279784
436,XRF.AX,Basic Materials,0.14733700242769074,0.1657611013237754,0.17064217184675262,0.20650529763570996,0.21768971283826738,0.2298169622369507,0.11707189897619126,0.1269272105853467,0.1328332334360422,0.141194178374535,0.1575387482610854,0.1648009900303835
604,XAM.AX,Basic Materials,-0.094372777639957,-0.13661561759164947,,,-2.497003994673768,,-0.08694575651378943,-0.13010558846252898,,-0.094372777639957,-0.13661561759164947,
1606,PKO.AX,Basic Materials,-0.2632159815100999,-0.1788063820121826,-0.3024457384047687,,,,-0.23931716930183644,-0.16968002574912824,-0.2870687352823908,-0.2632159815100999,-0.1788063820121826,-0.3024457384047687
1572,ACM.AX,Basic Materials,,-0.46403722005146014,-0.5500916687349209,,,-26.43093632813259,,-0.4222045343873023,-0.5121836588524692,,-0.4481090849714806,-0.542036140497679
1195,ACP.AX,Basic Materials,-0.19351799470842546,-0.26117030966314797,-0.3700163896634593,,,,-0.07311780730328332,-0.07504277789508831,-0.07635113880296952,-0.09854755766418,-0.10647988280706897,-0.1171109198195418
1617,WYX.AX,Basic Materials,-1.5061003546926495,-0.21292463918271023,-0.35014110656881375,,,,-1.0243567066373978,-0.2087884811977902,-0.33068457328015055,-1.5048343773428958,-0.21285549518906813,-0.35014110656881375
813,WWI.AX,Basic Materials,-0.22184881009893087,-0.09329713219073477,-0.053688491905255604,,,,-0.24692570252957405,-0.10331867553651294,-0.06215033512435606,-0.2209484760370688,-0.09309177108025736,-0.05358166189111748
677,WTM.AX,Basic Materials,0.04140017097163464,-0.34366790648740164,,,-556.7684252919855,,0.03907359099153023,-0.3377593581555623,,0.04140017097163464,-0.34366790648740164,
1073,POD.AX,Basic Materials,-0.4031656527167803,-0.3572113566958647,-0.1110560281561173,,,,-0.36864573059394024,-0.3307420976157878,-0.10819137933245498,-0.4031656527167803,-0.3572113566958647,-0.1110560281561173
1567,WSR.AX,Basic Materials,-0.43280322939162,-0.6235183141437803,-0.6587458477620954,,,,-0.4068277603990071,-0.5993368036234256,-0.6226860902480292,-0.43280322939162,-0.6235183141437803,-0.6587458477620954
1491,ADC.AX,Basic Materials,,-0.10045340881774464,-0.04637790656627915,,,,,-0.09900020222493316,-0.04523743660174444,,-0.10045340881774464,-0.04637790656627915
743,POL.AX,Basic Materials,0.6155991446727164,-0.9221145484865807,-0.14467952165744466,,,,-0.12835117684298233,-0.5698547426594569,-0.1247387819055348,0.6798059192136641,-0.8539643157656738,-0.1333196045566532
1478,ADG.AX,Basic Materials,-0.1502637561752848,-0.14277874274207034,-0.37525701871064704,,,,-0.1403802564379134,-0.13393930514279295,-0.35064370586400445,-0.1502637561752848,-0.13957484499398126,-0.36031892599650045
969,ADN.AX,Basic Materials,-0.09306389969819756,-0.05676503113010923,-0.04585744142158525,,,,-0.0901049845474585,-0.05577669027621003,-0.04499653118173193,-0.09306389969819756,-0.05676503113010923,-0.04585744142158525
592,WR1.AX,Basic Materials,,-0.3238983867394893,-0.05739151329164099,,-3.431232209490108,,,-0.2806553421206379,-0.04560170011355153,,-0.3238983867394893,-0.05739151329164099
1652,PIM.AX,Basic Materials,,,-0.6943584231494534,,,,,,-0.666663771418691,,,-0.6943584231494534
220,ADT.AX,Basic Materials,-0.3621897084921668,-0.26475775695600795,,,,,-0.2678807032382298,-0.12428696460832502,,-0.2956679770328383,-0.14399486001588893,
1329,ADV.AX,Basic Materials,0.13440743826237028,0.46407362624716436,-0.2769598379025927,-1517.9496,,,0.12750512936790334,0.449915304482994,-0.27517540334485624,0.13440743826237028,0.46407362624716436,-0.2769598379025927
1200,POS.AX,Basic Materials,-0.17262400577919637,-0.14961435178770544,-1.2269587607798258,,,-59.153,-0.0881788126849767,-0.08041733604275496,-0.5262189189899822,-0.17262400577919637,-0.14961435178770544,-1.2255937618012391
1249,ABX.AX,Basic Materials,-0.2351193490664776,-0.12692621200947093,,-63.05357142857143,-14.693693693693694,,-0.19323510641249758,-0.08640963982770922,,-0.2351193490664776,-0.12692621200947093,
1130,ADY.AX,Basic Materials,-0.3402630085575115,-0.23789692052946126,-0.39880509799670816,,,-61.15201361315939,-0.14881616357538013,-0.08394112641201928,-0.11608897400685633,-0.1543153181052412,-0.09145283052284171,-0.1321599410171092
1633,PLC.AX,Basic Materials,-0.3906523905205173,-0.6434277016546436,-0.9777201871443768,-14.147928379588183,-2.6706418455041274,-14.499050030403014,-0.30924162169310404,-0.5050134184820249,-0.8114420334663303,-0.3899930345577469,-0.6326548276616633,-0.9374203243560257
1487,AAU.AX,Basic Materials,-0.6475029772279773,-0.3338514148374849,,,,,-0.2638119658119658,-0.14612198735579457,,-0.6296757432842163,-0.3202650902500279,
1111,ZNC.AX,Basic Materials,0.07418275952481318,-0.41454742501591146,-0.2756917349552691,,,,0.07299185490137088,-0.4038934173467195,-0.26494031572841675,0.07418275952481318,-0.41454742501591146,-0.2756917349552691
1280,PNN.AX,Basic Materials,-0.041212728200537424,-0.10720448587382547,-0.1139124836534697,-16.717326934858075,-64.20900321543408,-70.08266940451746,-0.04066770944737914,-0.10483154827191966,-0.10888147632505678,-0.041212728200537424,-0.10720448587382547,-0.1118441150172605
1641,ZMI.AX,Basic Materials,-0.06355033878871923,-0.05135624591336496,-0.1770539328130061,,,,-0.06169395531620957,-0.05023501228301057,-0.17198720010508223,-0.06355033878871923,-0.05135624591336496,-0.1770539328130061
1341,1MC.AX,Basic Materials,-0.24360426745839406,-0.34956191467502906,-0.3056438214888233,0.6057133561987561,-5.041735976486774,-5.244749144811858,-0.07813932632434543,-0.2106005189173905,-0.19543010555364262,-0.10945119790346602,-0.24774140978173426,-0.2242109082300789
387,29M.AX,Basic Materials,-0.06358889005593754,-0.7740756882910558,,-0.0657859170631347,-0.7745436518865326,,-0.03621109360616007,-0.3873603505795723,,-0.05009749607999983,-0.5670202097571714,
174,ZIM.AX,Basic Materials,0.19426051475410916,0.10885644730184715,0.00448226854469103,0.4789750148816706,0.3004665953091064,0.056706117612398695,0.15367120081589147,0.08391102326108679,0.0033079523827054544,0.19426051475410916,0.10885644730184715,0.004410142146894959
441,3DA.AX,Basic Materials,-0.5782676329848733,-0.8456259539449615,-0.8464927236945631,-14.744899391752686,-15.54330347090627,-39.03609956538236,-0.42052905319749306,-0.6247911777190136,-0.5496067369658358,-0.5285285957232011,-0.7724671458971306,-0.8464927236945631
706,ZEO.AX,Basic Materials,-0.41840939229266244,-0.21404832151389597,-0.4294270703272123,,,,-0.402110328998876,-0.2017901598826993,-0.3978994382303883,-0.41840939229266244,-0.21404832151389597,-0.4212366653978293
1262,ZAG.AX,Basic Materials,-0.4009504490914174,-0.12410831847420091,0.02070469317835929,,,,-0.3557235590935828,-0.1162613232474984,0.019972906136350946,-0.4009504490914174,-0.12410831847420091,0.02070469317835929
900,YRL.AX,Basic Materials,-0.04691003495949174,-0.041376260146570185,-0.3259436913924365,,,,-0.04610867823019294,-0.0408767393717909,-0.31059121735457657,-0.04691003495949174,-0.041376260146570185,-0.3259436913924365
63,PLS.AX,Basic Materials,0.6020829772310666,1.0214055900323962,0.07744214780671825,0.668886240734447,0.7868511259211782,0.27581558491826724,0.38374609133269677,0.6663120262530507,0.054034673667028466,0.5011397344291673,0.910974855694262,0.06929749299931656
428,PLL.AX,Basic Materials,-0.05757713920522128,-0.07227452171272396,-0.2054023537173097,,-0.46794082929402014,-0.6697137479099292,-0.05454286021989718,-0.06508601623489187,-0.177150750882184,-0.05720908841788513,-0.07218456336907701,-0.1959888872748402
1128,A1G.AX,Basic Materials,-0.18083651281763097,-0.16921099796892178,,,,,-0.17024090421253635,-0.1578374466813134,,-0.18083651281763097,-0.1680322236809651,
451,A1M.AX,Basic Materials,,-0.05203998532320276,0.04121005666784502,,-0.048407643312101914,0.07237941787372101,,-0.04023260882349889,0.0333444568199252,,-0.051479083026067095,0.04021156278418296
212,A4N.AX,Basic Materials,-0.151496700004986,-0.3048214214934537,-0.1647876876140217,-371.15614755156304,-1095.4736190240278,-562.0765179888775,-0.13815771675757282,-0.25775063109685553,-0.14940426053470626,-0.151496700004986,-0.3048214214934537,-0.16305663091879513
1419,A8G.AX,Basic Materials,-0.15019428213816688,-0.03420861108550833,-0.04689547661240792,,,,-0.14382096768300764,-0.03307087155475123,-0.04547025648198415,-0.15019428213816688,-0.03420861108550833,-0.04689547661240792
1523,AAJ.AX,Basic Materials,-0.9308357580405857,-0.8071616136743691,-0.4067483852532288,,,,-0.8367149351960019,-0.7299220699842103,-0.38187068625337905,-0.9308357580405857,-0.8071616136743691,-0.4067483852532288
975,AAM.AX,Basic Materials,-0.12386292692080433,-0.16463587802074015,,,,,-0.10438172291185538,-0.1307259436782293,,-0.11709881400974678,-0.15582963911001046,
580,AAR.AX,Basic Materials,-0.1085110318832871,-0.16034802377419566,-0.08610413657839841,,,,-0.10216708017988937,-0.1490736494933021,-0.08261868168189475,-0.1085110318832871,-0.16034802377419566,-0.08610413657839841
1614,PLG.AX,Basic Materials,,-0.33776203129613225,-0.3812549642573471,,,,,-0.1071863580998782,-0.11239112110143298,,-0.33776203129613225,-0.3812549642573471
1238,PHO.AX,Basic Materials,-1.1414223464258089,-9.228141861653361,1.0811233717979276,,,,-0.3777886155391628,-1.6723694017966262,-1.5690930180501008,-0.3322419528372324,-0.974153042388276,-0.3663938692437176
879,AEV.AX,Basic Materials,-0.3723476528910208,-0.3719229516890381,-0.2341824854061049,,,,-0.2176570059719227,-0.21484028572810682,-0.15910674050137605,-0.272188056820783,-0.2680074442321658,-0.20726032693628635
697,AGC.AX,Basic Materials,-0.03222214414799047,-0.09738710189845205,-0.027591435802676794,,,,-0.03183775417322461,-0.09638943307033696,-0.02738214783510348,-0.03222214414799047,-0.09738710189845205,-0.027591435802676794
1442,WGR.AX,Basic Materials,,-1.091610547853348,-2.6356628860488076,,,,,-0.9043996493803852,-1.849258109379547,,-1.091610547853348,-2.1745589210886527
1337,ALY.AX,Basic Materials,-0.09161126798242342,-0.05801095425699132,-0.10626050429514139,,,,-0.08956221654089594,-0.05662655696032329,-0.1040469051581067,-0.09161126798242342,-0.05801095425699132,-0.10626050429514139
1509,AM7.AX,Basic Materials,,-0.15487435814812353,-0.09199202093669832,,,,,-0.1635787879180098,-0.10089210341653966,,-0.15487435814812353,-0.09199202093669832
947,AMD.AX,Basic Materials,-0.35023247230154975,,,,,,-0.3048823736571167,,,-0.5111899531846031,,
1332,PFE.AX,Basic Materials,,-0.26914173397224245,-0.7268848893835048,,,,,-0.2387264810463205,-0.6615750500959563,,-0.26914173397224245,-0.7268848893835048
378,AMI.AX,Basic Materials,-0.21547421842852169,-0.16148718749565133,-0.018299785853569797,-0.2449346535555986,-0.18301092626800505,0.043037713260469006,-0.13405628237024006,-0.10375204887498138,-0.012507129871078843,-0.19957172505872595,-0.15349321168548308,-0.01791035452131813
695,AMN.AX,Basic Materials,-0.0320407481606905,-0.0008627355527666463,-0.07265830128420983,,,,-0.030193137675858215,-0.0008277755963424794,-0.06570572545571761,-0.0320407481606905,-0.0008627355527666463,-0.07265830128420983
477,WGN.AX,Basic Materials,0.06527177329347923,0.02550647462624398,0.0795380265565109,0.049259168000095,0.024002422957522525,0.04929366918304806,0.020732398039223675,0.007390596454028266,0.023806932767758533,0.03823292931266391,0.014070324590629246,0.04787157270361248
684,PEX.AX,Basic Materials,-0.034223969068045826,-0.01322285738170601,-0.024481683521352,,,-10768.1875,-0.03281347024595997,-0.012836968087519735,-0.024038549068078896,-0.034223969068045826,-0.01322285738170601,-0.024481683521352
746,PEK.AX,Basic Materials,-0.3603786594612925,-0.46208791823389606,-0.27806065593623386,,,,-0.33600085612837965,-0.3970933526554226,-0.21065820710015132,-0.34483450051003994,-0.46208791823389606,-0.27806065593623386
1408,PEC.AX,Basic Materials,-0.19418412861703555,-0.7354772355754562,-1.5242254509619044,,,,-0.18713898831822942,-0.6983266219123152,-1.3621733418848667,-0.19418412861703555,-0.7354772355754562,-1.5242254509619044
776,ANO.AX,Basic Materials,0.06961633171816665,0.04733037340619308,-0.02592480943973128,0.30062380038387715,0.17409967260822118,-0.17006437768240343,0.060249412217623845,0.043010474589421956,-0.02351470645677903,0.06939583498297569,0.04733037340619308,-0.025806267236328822
1157,ANX.AX,Basic Materials,0.09397900592864826,-0.16012942715420825,-0.14189079730302712,83.47761953204476,,,0.03921551379503144,-0.07445673503689496,-0.0697459769874546,0.09397900592864826,-0.15325667869871654,-0.12813050485971317
1541,AOA.AX,Basic Materials,-0.2865983250566343,-0.29629644651344966,-0.1967442505782087,-175.652,,,-0.2147424607837254,-0.22883218293078567,-0.14089543323724146,-0.2511326246412607,-0.2770344924539377,-0.17547150997322133
273,PDI.AX,Basic Materials,-0.17554780191553768,-0.11069544649078496,-0.05806683767108209,,,,-0.16225070761396673,-0.10476174321605487,-0.05589868785335121,-0.17554780191553768,-0.11069544649078496,-0.05806683767108209
1059,AON.AX,Basic Materials,-0.2254789958840006,-0.4035676469967799,-0.288325781722963,,,,-0.20738605872500118,-0.3741397753139324,-0.27269982264951625,-0.2254789958840006,-0.4035676469967799,-0.288325781722963
1501,APC.AX,Basic Materials,-0.19579268537476413,-2.7309579831204682,-0.5262610842596623,-79.12307233111133,,,-0.1656819434073772,-2.0489248201960004,0.2111518616582559,-0.19579268537476413,-2.7309579831204682,-0.5262610842596623
892,WCN.AX,Basic Materials,-0.5837065512634946,0.41670162015346823,-1.6398886672814044,,,,-0.5545060674696145,0.38547282152598294,-1.5134137496073927,-0.5837065512634946,0.41670162015346823,-1.6398886672814044
1536,PBL.AX,Basic Materials,,-0.4291594022976834,-0.7054687233502807,,,,,-0.36741071545939485,-0.5870106254658045,,-0.37474826958149066,-0.6045958453680454
1248,ALV.AX,Basic Materials,-0.967975182553524,-2.16811687649223,,,,,-0.9333195696048848,-1.9119597425302968,,-0.967975182553524,-2.16811687649223,
1065,ALR.AX,Basic Materials,-0.2535809225021822,-0.342314645409221,-0.32129844567224086,,,,-0.24247760855663614,-0.3126615163178602,-0.2982416864774183,-0.2535809225021822,-0.342314645409221,-0.32129844567224086
138,WGX.AX,Basic Materials,-0.18595382744367406,0.016867763306853436,0.14762971488179205,-0.24504877660669336,0.02507254773366153,0.19771037011026374,-0.12867399426353962,0.012196199645432433,0.10208381770578924,-0.18595382744367406,0.016867763306853436,0.14762971488179205
1229,ALM.AX,Basic Materials,-1.0373576884742475,-0.5169017745437644,-0.558499369336223,,,,-1.0250855600579827,-0.5004416282243039,-0.5305017765255438,-1.0373576884742475,-0.5169017745437644,-0.558499369336223
1276,PGO.AX,Basic Materials,,-0.0811163541886797,-0.0514607644095962,,,,,-0.07529993297836733,-0.048038660307483196,,-0.0811163541886797,-0.0514607644095962
1161,PGM.AX,Basic Materials,-0.9710759690932801,-1.211808627767728,1.1775617167145886,,,,-0.9498028240080674,-1.1241716353324345,1.0878634728981529,-0.9710759690932801,-1.211808627767728,1.1775617167145886
1024,WMG.AX,Basic Materials,,-0.15834574165312745,-0.1553502952414719,,,,,-0.14047945975581755,-0.1332488682279477,,-0.15834574165312745,-0.1553502952414719
764,AGR.AX,Basic Materials,-0.062099388609864026,-0.0680620068685047,-0.16458306818974563,,,,-0.0593145413433882,-0.06705448639796077,-0.16184736045952136,-0.062099388609864026,-0.0680620068685047,-0.1643613546137681
711,AGY.AX,Basic Materials,-0.0023270439522994914,-0.1322848234522304,,,,,-0.002319343017667183,-0.13171001841416125,,-0.0023270439522994914,-0.1322848234522304,
1267,AHK.AX,Basic Materials,-1.0646303005758047,-0.20272332816414365,-0.22924115277361543,,,,-0.8807795498503268,-0.19286390587650948,-0.21649735536313297,-1.0613878686148028,-0.20272332816414365,-0.22924115277361543
664,WKT.AX,Basic Materials,-0.1840282549231506,-0.1058837939711586,-0.1898183720648456,,,,-0.1425258153809798,-0.08450223075981943,-0.12862155373958437,-0.1840282549231506,-0.1058837939711586,-0.14070932065489006
1438,AHN.AX,Basic Materials,-0.053750577770624815,-0.055126995563765574,-0.05325600188384686,,,,-0.051405598969973404,-0.053199781554187815,-0.0517156271512075,-0.053645288015804066,-0.055126995563765574,-0.05261209652247545
1181,WIN.AX,Basic Materials,,,-0.05448459292586158,,,,,,-0.051270668464822616,,,-0.05448459292586158
653,USL.AX,Basic Materials,-0.6490002717029203,-1.4932003022303606,-0.4014902622828716,,,,-0.7585729844413133,-1.6361659110289806,-0.3297696107298525,-0.6490002717029203,-1.4932003022303606,-0.4014902622828716
1274,PGD.AX,Basic Materials,,-0.5356306874092214,-0.5903624348180971,,,,,-0.5082629745433451,-0.5413658435814485,,-0.5356306874092214,-0.5903624348180971
1658,AIV.AX,Basic Materials,-0.30197258846233516,-0.15303151352715208,-0.5901411454377484,,,,-0.1942457569982906,-0.1054105736638312,-0.3789616479414307,-0.2011347933333701,-0.10977663504429332,-0.386327333189434
1240,AJL.AX,Basic Materials,-0.13403105409901084,-16.319720955191844,0.012227621884307885,0.051115384927493894,-0.9084512404035276,0.13521259545583106,-0.050015573261703694,-0.9362057129487965,-0.0066082716357355,-0.059897410935602746,-1.2369258051133545,-0.010894869168451438
1066,AJX.AX,Basic Materials,-1.1679609654231846,-9.960182128705185,-2.3808603906884005,-0.3161160752676137,-0.2836955837357747,-0.30028132283160985,-0.3975692023742526,-0.4999380359687879,-0.5204587116047577,-0.5969439114224715,-0.7832729897120109,-0.8320064084182216
508,AKM.AX,Basic Materials,0.005810210859567441,-0.015068317686520932,,,,,0.005820110008568869,-0.006296135431612323,,0.005807910121593957,-0.015068317686520932,
1626,AKN.AX,Basic Materials,-0.27650352623427044,-1.3435866392574691,,,,,-0.2604760560855471,-1.289226759684629,,-0.27650352623427044,-1.3435866392574691,
1242,AKO.AX,Basic Materials,-0.1755318725956861,-0.15532844281378433,,,,,-0.16751635252107633,-0.1526095552696903,,-0.1755318725956861,-0.15532844281378433,
463,WIA.AX,Basic Materials,-0.13632449594028384,-0.10729270062730473,-0.12412582353054467,,,,-0.13365239143156904,-0.10505508693751175,-0.11855114776232259,-0.13632449594028384,-0.10729270062730473,-0.12412582353054467
1581,ALB.AX,Basic Materials,-0.6174813245039235,-0.2810865630332107,-0.2219693475748975,,,,-0.5853058795841001,-0.2672840409527545,-0.21868273625054113,-0.6174813245039235,-0.2810865630332107,-0.2219693475748975
395,ALK.AX,Basic Materials,0.3051479131871974,0.14924297424196348,0.058017201343680616,0.6193806435973578,0.32354469445275474,0.15485776716707805,0.23737375443907943,0.11056458260893347,0.040317669571643296,0.28987355091076766,0.14210084975973408,0.052615208316280596
444,AIS.AX,Basic Materials,0.025476788991992405,-0.50424764615998,-0.09015213032628025,0.029600064151148384,-0.2161439370438701,-0.007733046924187993,0.014795539674079618,-0.27710796789010383,-0.042811458745129045,0.024061559157004676,-0.5036316296836851,-0.08378030206221529
1416,OD6.AX,Basic Materials,,-0.16558577646493772,-0.052182461298720055,,,,,-0.1507248244385728,-0.04814278679146391,,-0.16558577646493772,-0.052182461298720055
1456,LYK.AX,Basic Materials,,-0.524325882230901,-0.5012200003278063,,,,,-0.5156703988051216,-0.4837453197708635,,-0.524325882230901,-0.5012200003278063
101,BKW.AX,Basic Materials,0.2977105939604951,0.11572888535145304,-0.034247048880075265,1.19939750526929,0.46707701602365026,-0.174984350677768,0.17802581172259394,0.06740935357853553,-0.019846809706932145,0.24446779909708483,0.09712890754772234,-0.028351797913220865
1346,CGR.AX,Basic Materials,145.10381103612545,-0.08920256692050801,-0.5245935114869157,,,,-4.447443747851665,-0.0855139033637523,-0.5036818360445618,145.10381103612545,-0.08920256692050801,-0.5245935114869157
1173,BUX.AX,Basic Materials,-0.4811016527364074,-0.8087996220336524,-1.0075591955005785,,-156.60605555555554,-6.131430256434672,-0.4702592658414606,-0.6865851804022911,-0.833139899621972,-0.4811016527364074,-0.8087996220336524,-1.0075591955005785
1529,BUS.AX,Basic Materials,,,-0.08451014678423209,,,,,,-0.08248474134276183,,,-0.08451014678423209
1282,BUR.AX,Basic Materials,,-0.09109134703179005,-0.32063989078868926,,,,,-0.08857448469969982,-0.312913845082751,,-0.09109134703179005,-0.32063989078868926
857,TNC.AX,Basic Materials,-0.10134097084144758,-1.4301736206457005,-0.6681236139983299,,-22.685953522562105,-9.134683204827356,-0.09582132464190467,-0.7232471671758575,-0.2680142209717101,-0.10134097084144758,-1.4301736206457005,-0.4988074593750012
